timestamp,chassis.power_fb.power @ 0x200009CC,chassis.power_prediction.total_power @ 0x20000A44
95.424669,2.819281,0.000000
95.425934,2.982096,0.000000
95.427234,2.780228,0.000000
95.429051,2.772153,0.000000
95.430331,2.772153,0.000000
95.432062,2.770950,0.000000
95.433348,2.770910,0.000000
95.434713,2.973382,0.000000
95.436396,3.222343,0.000000
95.437657,3.060789,0.000000
95.439066,2.904288,0.000000
95.440770,2.999098,0.000000
95.442210,2.820332,0.000000
95.443548,2.780787,0.000000
95.444841,2.772877,0.000000
95.446132,2.972499,0.000000
95.447381,3.012740,0.000000
95.448745,3.220228,0.000000
95.450050,2.788873,0.000000
95.451343,2.775375,0.000000
95.452899,2.932295,0.000000
95.454519,2.803179,0.000000
95.455748,2.976956,0.000000
95.457055,2.819062,0.000000
95.458379,2.982053,0.000000
95.459764,3.061682,0.000000
95.462071,3.024355,0.000000
95.463361,3.023111,0.000000
95.464682,2.819582,0.000000
95.467821,3.022091,0.000000
95.469119,3.020738,0.000000
95.470413,3.020468,0.000000
95.471707,2.780883,0.000000
95.475953,3.030515,0.000000
95.477578,3.024343,0.000000
95.478839,3.022862,0.000000
95.483063,3.022839,0.000000
95.484757,3.023762,0.000000
95.486085,3.023952,0.000000
95.487844,3.224366,0.000000
95.494078,3.224366,0.000000
95.497379,3.224366,0.000000
95.498708,3.224366,0.000000
95.499937,3.224366,0.000000
95.501343,3.224366,0.000000
95.503186,3.224366,0.000000
95.505131,3.224366,0.000000
95.506699,3.224366,0.000000
95.508059,3.224366,0.000000
95.509341,3.224366,0.000000
95.510677,3.224366,0.000000
95.512080,3.224366,0.000000
95.513360,3.224366,0.000000
95.514789,3.224366,0.000000
95.516140,3.224366,0.000000
95.518089,3.030863,0.000000
95.519414,3.224835,0.000000
95.520916,2.660167,0.000000
95.522228,2.968167,0.000000
95.524732,3.262023,0.000000
95.526222,3.072673,0.000000
95.527863,3.032775,0.000000
95.530652,3.226315,0.000000
95.532066,2.861983,0.000000
95.533736,3.016367,0.000000
95.535052,3.019593,0.000000
95.539271,2.976371,0.000000
95.540526,2.608874,0.000000
95.542085,3.006243,0.000000
95.543414,3.423649,0.000000
95.544735,3.304490,0.000000
95.546046,3.074580,0.000000
95.547321,2.831636,0.000000
95.549524,2.773329,0.000000
95.550816,3.012821,0.000000
95.552215,3.223364,0.000000
95.553526,3.062913,0.000000
95.554775,2.827543,0.000000
95.556052,2.813470,0.000000
95.557423,2.779414,0.000000
95.558751,2.773483,0.000000
95.560076,3.012827,0.000000
95.561386,3.020806,0.000000
95.562710,3.022401,0.000000
95.564887,2.982493,0.000000
95.566253,3.012818,0.000000
95.567559,3.020804,0.000000
95.568811,2.819632,0.000000
95.570678,2.982167,0.000000
95.571920,2.618935,0.000000
95.573211,2.618935,0.000000
95.574545,2.942987,0.000000
95.575849,3.007798,0.000000
95.577409,3.019800,0.000000
95.578684,3.023160,0.000000
95.580044,3.224334,0.000000
95.581345,3.063107,0.000000
95.582950,3.232381,0.000000
95.584273,3.232381,0.000000
95.585769,3.232381,0.000000
95.588424,3.232381,0.000000
95.589709,3.232381,0.000000
95.594229,3.232381,0.000000
95.595498,3.232381,0.000000
95.596886,3.232381,0.000000
95.598286,3.232381,0.000000
95.601462,3.232381,0.000000
95.602728,3.232381,0.000000
95.604047,3.232381,0.000000
95.605283,3.232381,0.000000
95.606597,3.232381,0.000000
95.609645,3.232381,0.000000
95.611082,3.232381,0.000000
95.612507,3.232381,0.000000
95.613788,3.232381,0.000000
95.617053,3.232381,0.000000
95.619157,3.232381,0.000000
95.620738,3.232381,0.000000
95.624311,3.232381,0.000000
95.625818,3.232381,0.000000
95.627129,3.232381,0.000000
95.630053,3.232381,0.000000
95.631349,3.232381,0.000000
95.632733,3.232381,0.000000
95.634063,3.232381,0.000000
95.635393,3.232381,0.000000
95.637502,3.232381,0.000000
95.638743,3.232381,0.000000
95.640056,3.232381,0.000000
95.641317,3.232381,0.000000
95.642612,3.232381,0.000000
95.643955,3.232381,0.000000
95.645623,3.232381,0.000000
95.647064,3.266236,0.000000
95.648336,3.071487,0.000000
95.650188,3.023019,0.000000
95.651605,3.224364,0.000000
95.652912,2.861593,0.000000
95.654599,2.812585,0.000000
95.657973,2.974087,0.000000
95.659472,2.811538,0.000000
95.660805,3.182068,0.000000
95.663658,3.024074,0.000000
95.664909,3.022851,0.000000
95.666720,3.022810,0.000000
95.668047,3.064065,0.000000
95.670060,2.822931,0.000000
95.671355,2.983786,0.000000
95.672665,3.216517,0.000000
95.673939,2.990245,0.000000
95.675230,3.016289,0.000000
95.676764,3.021498,0.000000
95.678072,2.821020,0.000000
95.679409,2.982444,0.000000
95.681092,3.061074,0.000000
95.682468,2.828935,0.000000
95.684256,3.015046,0.000000
95.685543,3.222769,0.000000
95.686829,3.233359,0.000000
95.688119,3.062992,0.000000
95.689420,3.433878,0.000000
95.690868,2.835963,0.000000
95.693076,3.016287,0.000000
95.694703,3.020811,0.000000
95.696070,2.819122,0.000000
95.697335,2.982064,0.000000
95.698741,3.021171,0.000000
95.700066,3.021171,0.000000
95.701527,3.021171,0.000000
95.702850,3.021171,0.000000
95.704173,3.021171,0.000000
95.705486,3.021171,0.000000
95.706795,3.021171,0.000000
95.710210,3.021171,0.000000
95.711501,3.021171,0.000000
95.712824,3.021171,0.000000
95.714387,3.021171,0.000000
95.716103,3.021171,0.000000
95.717520,3.021171,0.000000
95.720357,3.021171,0.000000
95.721668,3.021171,0.000000
95.723155,3.021171,0.000000
95.726616,3.021171,0.000000
95.728516,2.820954,0.000000
95.729790,2.820954,0.000000
95.731246,2.820954,0.000000
95.735933,3.014918,0.000000
95.737320,3.014918,0.000000
95.739074,3.014918,0.000000
95.740402,3.020757,0.000000
95.742923,3.023352,0.000000
95.744438,3.023870,0.000000
95.745708,3.023014,0.000000
95.749065,2.740681,0.000000
95.750378,2.964456,0.000000
95.753113,3.018738,0.000000
95.755755,3.022254,0.000000
95.757070,2.620730,0.000000
95.758364,2.740866,0.000000
95.759659,2.966413,0.000000
95.761287,2.980241,0.000000
95.762624,3.015248,0.000000
95.763897,3.222810,0.000000
95.765167,2.829281,0.000000
95.766471,2.984096,0.000000
95.768890,2.817972,0.000000
95.770157,3.014223,0.000000
95.771445,2.820445,0.000000
95.772692,2.982329,0.000000
95.774063,3.021373,0.000000
95.775345,2.821875,0.000000
95.776699,2.980695,0.000000
95.778062,3.014379,0.000000
95.779692,3.014379,0.000000
95.783133,3.021116,0.000000
95.784395,3.022463,0.000000
95.785717,3.022733,0.000000
95.787082,3.063309,0.000000
95.790412,2.579780,0.000000
95.791705,3.136756,0.000000
95.793281,3.027550,0.000000
95.794828,3.022990,0.000000
95.796114,3.022838,0.000000
95.797810,3.023762,0.000000
95.799102,3.022992,0.000000
95.800362,2.819558,0.000000
95.801742,3.014670,0.000000
95.803120,3.019254,0.000000
95.804712,3.020738,0.000000
95.806060,3.022388,0.000000
95.807479,2.821198,0.000000
95.808779,3.015312,0.000000
95.812698,3.022501,0.000000
95.814264,3.022501,0.000000
95.815536,3.022501,0.000000
95.816806,3.022501,0.000000
95.818530,3.022501,0.000000
95.819830,3.022501,0.000000
95.821252,3.022501,0.000000
95.822553,3.022501,0.000000
95.823869,3.022501,0.000000
95.825127,3.022501,0.000000
95.826354,3.022501,0.000000
95.827708,3.020820,0.000000
95.829200,3.020820,0.000000
95.830466,3.020820,0.000000
95.831907,3.020820,0.000000
95.833395,3.020820,0.000000
95.834709,3.020820,0.000000
95.835974,3.020820,0.000000
95.837240,3.020820,0.000000
95.838521,3.020820,0.000000
95.839782,3.020820,0.000000
95.841058,3.020820,0.000000
95.842310,2.820884,0.000000
95.845661,3.019188,0.000000
95.847438,3.022655,0.000000
95.848910,3.023731,0.000000
95.850204,3.022986,0.000000
95.853312,3.022986,0.000000
95.854557,3.022837,0.000000
95.856145,3.022802,0.000000
95.857400,3.225360,0.000000
95.858761,3.064724,0.000000
95.861715,3.031185,0.000000
95.863158,3.023328,0.000000
95.864527,2.620666,0.000000
95.866078,2.979279,0.000000
95.868733,3.014096,0.000000
95.870073,3.022452,0.000000
95.872547,2.820882,0.000000
95.875511,3.053428,0.000000
95.876804,3.053428,0.000000
95.878151,3.024025,0.000000
95.879438,2.821525,0.000000
95.881455,2.853533,0.000000
95.882818,2.989907,0.000000
95.884111,2.819964,0.000000
95.885408,2.780713,0.000000
95.886732,2.772863,0.000000
95.888217,3.214515,0.000000
95.889493,2.860503,0.000000
95.891068,3.015924,0.000000
95.892528,2.819905,0.000000
95.893759,2.982221,0.000000
95.896064,3.023436,0.000000
95.897817,2.787718,0.000000
95.902647,2.775144,0.000000
95.904369,3.012894,0.000000
95.905708,2.982100,0.000000
95.908678,3.223994,0.000000
95.910354,3.063039,0.000000
95.911749,2.982185,0.000000
95.916073,3.015374,0.000000
95.917403,2.820675,0.000000
95.918737,3.014907,0.000000
95.920117,2.618182,0.000000
95.921385,2.942837,0.000000
95.922736,2.979298,0.000000
95.924372,3.015060,0.000000
95.925751,3.021252,0.000000
95.927074,2.820971,0.000000
95.929079,3.216247,0.000000
95.930623,2.990234,0.000000
95.931918,3.217807,0.000000
95.933228,3.061801,0.000000
95.934527,3.024552,0.000000
95.935859,3.024552,0.000000
95.937306,3.024552,0.000000
95.938588,3.024552,0.000000
95.939969,3.024552,0.000000
95.941721,3.024552,0.000000
95.943097,3.024552,0.000000
95.944526,3.024552,0.000000
95.945813,3.024552,0.000000
95.947144,3.024552,0.000000
95.948762,3.024552,0.000000
95.950068,3.024552,0.000000
95.951328,3.024111,0.000000
95.952761,2.821542,0.000000
95.956395,3.021113,0.000000
95.957743,3.021113,0.000000
95.959994,3.021113,0.000000
95.961394,3.021113,0.000000
95.962785,3.021113,0.000000
95.964074,3.021113,0.000000
95.965384,3.021113,0.000000
95.966888,3.021113,0.000000
95.968191,3.021113,0.000000
95.971861,3.021113,0.000000
95.973226,3.021113,0.000000
95.974530,2.820943,0.000000
95.975756,2.820943,0.000000
95.979766,2.983389,0.000000
95.981080,3.223783,0.000000
95.982522,3.062997,0.000000
95.986776,3.184256,0.000000
95.988075,3.029258,0.000000
95.989379,3.025052,0.000000
95.990758,2.821731,0.000000
95.992070,2.982586,0.000000
95.995255,3.014757,0.000000
95.997722,3.014757,0.000000
95.999066,3.014757,0.000000
96.002065,3.014757,0.000000
96.003625,3.014757,0.000000
96.004882,3.014757,0.000000
96.007846,3.014757,0.000000
96.009102,3.014757,0.000000
96.010669,3.014757,0.000000
96.011921,3.014757,0.000000
96.013505,3.014757,0.000000
96.016909,3.014757,0.000000
96.018204,3.014757,0.000000
96.019529,3.014757,0.000000
96.020854,3.014757,0.000000
96.022105,3.014757,0.000000
96.023420,3.014757,0.000000
96.024720,3.014757,0.000000
96.025946,3.021192,0.000000
96.027293,3.021192,0.000000
96.028927,3.021192,0.000000
96.030169,3.021192,0.000000
96.031478,3.021192,0.000000
96.034401,3.021192,0.000000
96.036323,3.021192,0.000000
96.041692,3.021192,0.000000
96.042981,3.021192,0.000000
96.044267,3.021192,0.000000
96.045600,3.021192,0.000000
96.046920,3.021192,0.000000
96.048166,3.021192,0.000000
96.049525,3.021192,0.000000
96.050802,3.021192,0.000000
96.052062,3.021192,0.000000
96.053388,3.021192,0.000000
96.054690,3.021192,0.000000
96.057139,3.021192,0.000000
96.058492,3.021192,0.000000
96.060177,3.021192,0.000000
96.061774,3.021192,0.000000
96.063070,3.022478,0.000000
96.064580,3.022478,0.000000
96.065851,2.819456,0.000000
96.068169,2.819456,0.000000
96.069823,2.819456,0.000000
96.071262,2.819456,0.000000
96.072520,2.819456,0.000000
96.073841,2.819456,0.000000
96.075863,2.982131,0.000000
96.077183,2.819845,0.000000
96.078465,2.780689,0.000000
96.079745,2.974378,0.000000
96.080969,2.811596,0.000000
96.082320,3.014352,0.000000
96.083575,3.022071,0.000000
96.084818,3.020734,0.000000
96.086069,3.022909,0.000000
96.087396,3.022822,0.000000
96.088735,3.022804,0.000000
96.090067,3.020880,0.000000
96.091360,3.022416,0.000000
96.092679,3.022723,0.000000
96.093961,3.022797,0.000000
96.095252,3.022799,0.000000
96.099097,2.821280,0.000000
96.100566,2.980576,0.000000
96.101838,3.215875,0.000000
96.104656,3.265973,0.000000
96.106182,3.474475,0.000000
96.107842,3.003443,0.000000
96.109226,3.018929,0.000000
96.110821,3.023921,0.000000
96.113708,3.023921,0.000000
96.114954,3.023921,0.000000
96.116304,3.023024,0.000000
96.117593,3.425885,0.000000
96.120435,3.425885,0.000000
96.121892,3.425885,0.000000
96.123187,3.425885,0.000000
96.124527,3.101497,0.000000
96.127470,3.101497,0.000000
96.128775,3.101497,0.000000
96.130068,3.101497,0.000000
96.131655,3.101497,0.000000
96.134399,3.101497,0.000000
96.135768,3.101497,0.000000
96.137111,3.101497,0.000000
96.138337,3.101497,0.000000
96.139691,3.101497,0.000000
96.141363,3.101497,0.000000
96.142775,3.101497,0.000000
96.144078,3.101497,0.000000
96.145339,3.101497,0.000000
96.146722,3.101497,0.000000
96.148111,3.101497,0.000000
96.149419,3.101497,0.000000
96.150719,3.101497,0.000000
96.151966,3.101497,0.000000
96.154438,3.101497,0.000000
96.155704,3.101497,0.000000
96.157104,3.101497,0.000000
96.160872,3.101497,0.000000
96.162398,3.101497,0.000000
96.163720,3.101497,0.000000
96.164976,3.101497,0.000000
96.168142,3.101497,0.000000
96.169425,3.101497,0.000000
96.170717,3.101497,0.000000
96.172077,3.101497,0.000000
96.173351,3.101497,0.000000
96.174718,3.101497,0.000000
96.176071,3.101497,0.000000
96.177314,3.101497,0.000000
96.178604,3.101497,0.000000
96.179923,3.101497,0.000000
96.181234,3.101497,0.000000
96.182473,3.101497,0.000000
96.183789,3.101497,0.000000
96.185082,3.038539,0.000000
96.186416,3.038539,0.000000
96.187733,3.038539,0.000000
96.189934,2.822102,0.000000
96.191226,2.974116,0.000000
96.192532,3.014023,0.000000
96.193781,3.021045,0.000000
96.195073,2.974421,0.000000
96.197742,3.214644,0.000000
96.199082,3.031434,0.000000
96.200341,3.024527,0.000000
96.201631,2.821625,0.000000
96.202959,2.813233,0.000000
96.204435,2.980887,0.000000
96.208767,3.021121,0.000000
96.210075,3.183949,0.000000
96.211386,3.055030,0.000000
96.212975,3.030206,0.000000
96.214302,2.822761,0.000000
96.215998,2.822761,0.000000
96.217316,2.822761,0.000000
96.218652,2.822761,0.000000
96.219978,2.822761,0.000000
96.221204,2.822761,0.000000
96.224105,2.980872,0.000000
96.225405,2.980872,0.000000
96.226700,2.980872,0.000000
96.228110,2.980872,0.000000
96.233066,2.980872,0.000000
96.234348,2.980872,0.000000
96.235719,2.980872,0.000000
96.239736,2.980872,0.000000
96.241365,2.980872,0.000000
96.242704,2.980872,0.000000
96.243979,2.980872,0.000000
96.246460,2.980872,0.000000
96.248070,2.980872,0.000000
96.249373,2.980872,0.000000
96.250726,2.980872,0.000000
96.253922,2.980872,0.000000
96.256070,2.980872,0.000000
96.257467,2.980872,0.000000
96.260422,2.980872,0.000000
96.261682,2.980872,0.000000
96.264139,2.980872,0.000000
96.265837,2.980872,0.000000
96.267127,2.980872,0.000000
96.268417,2.980872,0.000000
96.270172,2.980872,0.000000
96.271548,2.980872,0.000000
96.272851,2.980872,0.000000
96.274124,2.980872,0.000000
96.275402,2.980872,0.000000
96.277935,2.980872,0.000000
96.280612,2.980872,0.000000
96.281955,3.014415,0.000000
96.283613,3.014415,0.000000
96.286940,3.014415,0.000000
96.288316,3.014415,0.000000
96.289660,3.014415,0.000000
96.290975,3.014415,0.000000
96.294094,3.019203,0.000000
96.295413,3.019203,0.000000
96.296685,3.022081,0.000000
96.298011,3.022656,0.000000
96.299405,3.022986,0.000000
96.300709,3.022837,0.000000
96.302114,3.022802,0.000000
96.303532,3.022800,0.000000
96.304786,2.821280,0.000000
96.306081,3.012435,0.000000
96.310665,3.104987,0.000000
96.312158,3.227607,0.000000
96.313648,3.063762,0.000000
96.314949,3.232512,0.000000
96.316215,3.232512,0.000000
96.317538,3.064743,0.000000
96.318954,3.024478,0.000000
96.320232,3.021215,0.000000
96.321862,3.022483,0.000000
96.323158,3.222177,0.000000
96.324613,3.062675,0.000000
96.325882,3.104555,0.000000
96.327176,3.241711,0.000000
96.328477,3.066582,0.000000
96.329714,2.830037,0.000000
96.331069,3.016050,0.000000
96.332519,2.819930,0.000000
96.333780,2.813165,0.000000
96.335092,2.980873,0.000000
96.336710,3.220179,0.000000
96.338071,3.069287,0.000000
96.340300,2.830578,0.000000
96.341531,3.222782,0.000000
96.344246,3.062797,0.000000
96.346075,3.063117,0.000000
96.350315,3.030864,0.000000
96.351657,3.023123,0.000000
96.352954,3.022865,0.000000
96.354236,3.022865,0.000000
96.359596,3.022865,0.000000
96.361151,3.022865,0.000000
96.362420,3.022865,0.000000
96.365077,3.022865,0.000000
96.366415,3.022865,0.000000
96.371972,3.022813,0.000000
96.373720,3.022813,0.000000
96.375205,3.022813,0.000000
96.376462,3.022813,0.000000
96.379573,3.022813,0.000000
96.381616,3.022813,0.000000
96.383762,3.022813,0.000000
96.386440,3.022813,0.000000
96.389248,3.022813,0.000000
96.390658,3.022813,0.000000
96.391930,3.022813,0.000000
96.396531,3.022813,0.000000
96.397791,3.022813,0.000000
96.399078,3.022813,0.000000
96.400351,3.022813,0.000000
96.401697,3.022813,0.000000
96.403081,3.022813,0.000000
96.404350,3.022813,0.000000
96.405867,3.022813,0.000000
96.407311,3.022813,0.000000
96.408662,3.022813,0.000000
96.413081,3.022813,0.000000
96.414837,3.022813,0.000000
96.416165,3.022813,0.000000
96.417442,3.022813,0.000000
96.420348,3.022813,0.000000
96.421738,3.022813,0.000000
96.423080,3.022801,0.000000
96.424726,3.225360,0.000000
96.425946,3.030902,0.000000
96.427543,2.822901,0.000000
96.428820,2.983780,0.000000
96.430088,3.214436,0.000000
96.431383,3.061127,0.000000
96.432709,3.061127,0.000000
96.433927,3.061127,0.000000
96.435540,3.061127,0.000000
96.436878,3.061127,0.000000
96.438502,3.061127,0.000000
96.439790,3.061127,0.000000
96.441078,3.061127,0.000000
96.443894,3.061127,0.000000
96.446805,3.061127,0.000000
96.448122,3.061127,0.000000
96.449428,3.061127,0.000000
96.450719,3.061127,0.000000
96.453241,3.061127,0.000000
96.454527,3.061127,0.000000
96.455796,3.061127,0.000000
96.457122,3.061127,0.000000
96.458434,3.061127,0.000000
96.460095,3.061127,0.000000
96.461731,3.061127,0.000000
96.463354,3.061127,0.000000
96.464712,3.061127,0.000000
96.465996,3.061127,0.000000
96.467296,3.061127,0.000000
96.468607,3.061127,0.000000
96.469898,3.061127,0.000000
96.471198,3.061127,0.000000
96.472644,3.061127,0.000000
96.475667,3.061127,0.000000
96.476899,3.061127,0.000000
96.478311,3.061127,0.000000
96.479688,3.061127,0.000000
96.485402,3.061127,0.000000
96.486750,3.061127,0.000000
96.491362,3.061127,0.000000
96.492734,3.061127,0.000000
96.494072,3.061127,0.000000
96.495348,3.061127,0.000000
96.497907,3.061127,0.000000
96.499801,3.061127,0.000000
96.501077,3.061127,0.000000
96.502399,3.061127,0.000000
96.505321,3.061127,0.000000
96.506587,3.061127,0.000000
96.507883,3.061127,0.000000
96.509125,3.061127,0.000000
96.512081,2.813239,0.000000
96.516477,2.980888,0.000000
96.517794,2.812898,0.000000
96.519111,3.014404,0.000000
96.520446,3.014404,0.000000
96.521718,2.819601,0.000000
96.523062,2.974368,0.000000
96.524422,3.214634,0.000000
96.525721,2.990170,0.000000
96.527526,3.217794,0.000000
96.528821,3.232312,0.000000
96.530538,3.266222,0.000000
96.532100,3.234057,0.000000
96.533408,2.662812,0.000000
96.534708,2.950802,0.000000
96.536080,3.219360,0.000000
96.539148,3.014392,0.000000
96.540403,3.021118,0.000000
96.541697,3.022464,0.000000
96.542997,2.982483,0.000000
96.545978,2.974113,0.000000
96.547339,3.013063,0.000000
96.548763,2.819333,0.000000
96.550412,3.014661,0.000000
96.551697,3.014661,0.000000
96.552915,3.222692,0.000000
96.554189,3.222692,0.000000
96.555454,3.222692,0.000000
96.556966,3.222692,0.000000
96.558307,3.222692,0.000000
96.559630,3.222692,0.000000
96.561422,3.222692,0.000000
96.562708,3.222692,0.000000
96.563975,3.222692,0.000000
96.565506,3.222692,0.000000
96.566857,3.222692,0.000000
96.568161,3.222692,0.000000
96.569433,3.222692,0.000000
96.570739,2.861259,0.000000
96.572182,2.861259,0.000000
96.576581,2.861259,0.000000
96.577892,2.861259,0.000000
96.581419,2.861259,0.000000
96.582738,2.861259,0.000000
96.584284,2.861259,0.000000
96.585610,2.861259,0.000000
96.589537,2.861259,0.000000
96.590757,2.861259,0.000000
96.592099,2.861259,0.000000
96.593882,2.861259,0.000000
96.595420,2.861259,0.000000
96.596745,2.861259,0.000000
96.598105,2.861259,0.000000
96.599431,2.861259,0.000000
96.602320,2.861259,0.000000
96.603724,2.861259,0.000000
96.605015,2.861259,0.000000
96.606316,2.861259,0.000000
96.609469,2.971223,0.000000
96.611632,3.012485,0.000000
96.613082,3.018817,0.000000
96.614379,3.022641,0.000000
96.618924,2.982542,0.000000
96.620533,3.014749,0.000000
96.621774,2.618950,0.000000
96.624652,2.777784,0.000000
96.626101,3.013000,0.000000
96.627718,3.020840,0.000000
96.635609,2.812881,0.000000
96.638438,3.018816,0.000000
96.640806,3.183857,0.000000
96.642102,2.787594,0.000000
96.643411,2.774239,0.000000
96.644712,2.974048,0.000000
96.646639,2.820890,0.000000
96.648936,3.056196,0.000000
96.651083,2.828839,0.000000
96.652362,2.782488,0.000000
96.653765,2.974738,0.000000
96.655075,3.059261,0.000000
96.656518,2.822613,0.000000
96.660259,2.579723,0.000000
96.661844,2.579723,0.000000
96.664661,2.579723,0.000000
96.666014,2.579723,0.000000
96.667280,2.579723,0.000000
96.669084,2.934185,0.000000
96.672504,2.934185,0.000000
96.673903,2.934185,0.000000
96.675288,2.934185,0.000000
96.676580,2.934185,0.000000
96.677873,2.934185,0.000000
96.679312,2.934185,0.000000
96.680577,2.934185,0.000000
96.682734,2.934185,0.000000
96.683971,2.934185,0.000000
96.685624,2.934185,0.000000
96.687681,2.934185,0.000000
96.689933,2.934185,0.000000
96.691227,2.934185,0.000000
96.692480,2.934185,0.000000
96.693827,2.934185,0.000000
96.695265,2.934185,0.000000
96.696554,2.934185,0.000000
96.697864,2.934185,0.000000
96.699190,2.934185,0.000000
96.700888,2.934185,0.000000
96.703969,2.934185,0.000000
96.705265,2.934185,0.000000
96.706731,2.934185,0.000000
96.708831,2.934185,0.000000
96.714694,2.934185,0.000000
96.715987,2.934185,0.000000
96.720537,2.934185,0.000000
96.721805,2.934185,0.000000
96.723109,2.934185,0.000000
96.724372,2.934185,0.000000
96.727556,2.934185,0.000000
96.730092,2.934185,0.000000
96.732013,2.934185,0.000000
96.737118,2.788328,0.000000
96.738628,2.975906,0.000000
96.743096,3.013421,0.000000
96.744396,3.013421,0.000000
96.746174,3.013421,0.000000
96.747507,2.820284,0.000000
96.750178,3.029282,0.000000
96.751457,3.225616,0.000000
96.752751,3.264883,0.000000
96.754086,2.831843,0.000000
96.757128,3.055674,0.000000
96.759108,3.029375,0.000000
96.760352,3.024115,0.000000
96.761933,2.781029,0.000000
96.764792,2.781029,0.000000
96.766092,2.781029,0.000000
96.768109,2.772926,0.000000
96.770894,2.772926,0.000000
96.772190,2.772926,0.000000
96.773538,2.772926,0.000000
96.774837,2.772926,0.000000
96.781453,2.772926,0.000000
96.782790,2.772926,0.000000
96.784097,2.772926,0.000000
96.785361,2.772926,0.000000
96.786807,2.772926,0.000000
96.788118,2.772926,0.000000
96.791128,2.772926,0.000000
96.793086,2.772926,0.000000
96.794563,2.772926,0.000000
96.797378,2.772926,0.000000
96.798766,2.772926,0.000000
96.800087,2.772926,0.000000
96.801362,2.772926,0.000000
96.802858,2.772926,0.000000
96.804410,2.772926,0.000000
96.805733,2.772926,0.000000
96.807269,2.772926,0.000000
96.808575,2.772926,0.000000
96.809865,2.772926,0.000000
96.811196,2.772926,0.000000
96.812674,2.772926,0.000000
96.814089,2.772926,0.000000
96.815363,2.772926,0.000000
96.816664,2.772926,0.000000
96.817931,2.772926,0.000000
96.819237,2.772926,0.000000
96.824652,2.772926,0.000000
96.828097,2.772926,0.000000
96.829361,2.772926,0.000000
96.830737,2.772926,0.000000
96.832100,2.772926,0.000000
96.833443,2.772926,0.000000
96.835101,2.772926,0.000000
96.836419,2.772926,0.000000
96.837737,2.772926,0.000000
96.839108,2.772926,0.000000
96.840389,2.772926,0.000000
96.841750,2.772926,0.000000
96.843512,2.772926,0.000000
96.844858,2.772926,0.000000
96.846490,2.772926,0.000000
96.847765,2.772926,0.000000
96.849112,2.772926,0.000000
96.850730,2.772926,0.000000
96.854083,2.772926,0.000000
96.855412,2.772926,0.000000
96.856762,2.772926,0.000000
96.858089,2.772926,0.000000
96.861118,2.772926,0.000000
96.863662,2.772926,0.000000
96.864959,2.771305,0.000000
96.866226,3.175061,0.000000
96.869454,3.096601,0.000000
96.871415,2.836040,0.000000
96.872725,2.985448,0.000000
96.874092,3.022693,0.000000
96.876951,3.063100,0.000000
96.878228,3.030860,0.000000
96.879885,3.226972,0.000000
96.882776,3.226972,0.000000
96.884098,3.226972,0.000000
96.885372,3.226972,0.000000
96.886790,3.226972,0.000000
96.889798,3.226972,0.000000
96.892899,3.226972,0.000000
96.894774,3.226972,0.000000
96.896095,3.226972,0.000000
96.897405,3.226972,0.000000
96.898739,3.226972,0.000000
96.900749,3.226972,0.000000
96.902148,3.226972,0.000000
96.903442,3.226972,0.000000
96.905589,3.226972,0.000000
96.906918,3.226972,0.000000
96.908182,3.226972,0.000000
96.910814,3.226972,0.000000
96.912104,3.226972,0.000000
96.913371,3.226972,0.000000
96.916419,3.226972,0.000000
96.917754,3.226972,0.000000
96.919117,3.226972,0.000000
96.920554,3.226972,0.000000
96.926909,3.226972,0.000000
96.928218,3.226972,0.000000
96.929664,3.226972,0.000000
96.931095,3.226972,0.000000
96.932389,3.226972,0.000000
96.933718,3.226972,0.000000
96.934965,3.226972,0.000000
96.936447,3.226972,0.000000
96.937726,3.226972,0.000000
96.939092,3.226972,0.000000
96.940370,3.226972,0.000000
96.941915,3.226972,0.000000
96.943142,3.226972,0.000000
96.944773,3.063634,0.000000
96.946084,3.063634,0.000000
96.947349,3.063634,0.000000
96.949574,2.830327,0.000000
96.950986,2.982385,0.000000
96.952302,3.059567,0.000000
96.953830,3.231673,0.000000
96.955222,2.991027,0.000000
96.957198,3.222665,0.000000
96.958503,3.062773,0.000000
96.959888,2.827515,0.000000
96.961161,3.214621,0.000000
96.963163,3.030473,0.000000
96.964795,3.024335,0.000000
96.966156,3.021187,0.000000
96.967429,3.023438,0.000000
96.968737,3.023438,0.000000
96.972737,3.013135,0.000000
96.974102,3.013135,0.000000
96.975369,3.013135,0.000000
96.976757,3.013135,0.000000
96.979713,3.013135,0.000000
96.981302,3.013135,0.000000
96.982540,3.013135,0.000000
96.984352,3.013135,0.000000
96.988424,3.013135,0.000000
96.989792,3.013135,0.000000
96.991154,3.020867,0.000000
96.995428,3.029287,0.000000
96.997614,3.063194,0.000000
96.998910,3.030879,0.000000
97.001842,2.982737,0.000000
97.003426,3.014787,0.000000
97.004746,3.223616,0.000000
97.009098,3.176284,0.000000
97.010404,2.828492,0.000000
97.011912,2.983938,0.000000
97.013184,2.983938,0.000000
97.016099,2.983938,0.000000
97.017367,2.983938,0.000000
97.018660,2.983938,0.000000
97.019933,2.983938,0.000000
97.021377,2.983938,0.000000
97.022640,2.983938,0.000000
97.023910,2.983938,0.000000
97.028582,2.983938,0.000000
97.030208,2.983938,0.000000
97.031565,2.983938,0.000000
97.032874,2.983938,0.000000
97.034136,2.983938,0.000000
97.035437,2.983938,0.000000
